Engineering Strain X,True Stress(MPa) Y
0.0770000000000002,0.0649460824559984
0.078,0.0649500240846566
0.0790000000000001,0.0649616032687721
0.0800000000000002,0.0649474724675696
0.0810000000000001,0.0649059656126489
0.0820000000000001,0.0649666850916866
0.0830000000000001,0.0651162453731708
0.0840000000000001,0.0648564829782821
0.085,0.0643232674505709
0.0860000000000001,0.0654255483068162
0.0870000000000002,0.06860036140765
0.0880000000000001,0.0705666810618144
0.0890000000000001,0.0701525511680328
0.0900000000000001,0.0709897276728495
0.0910000000000001,0.0742075698843858
0.092,0.0760551923846768
0.0930000000000001,0.0756129052493448
0.0940000000000001,0.076558380718859
0.0950000000000001,0.0797028929806931
0.0960000000000002,0.0819037901712791
0.0970000000000002,0.0818061147085625
0.0980000000000001,0.0802557947716074
0.0990000000000001,0.0774800239839486
0.1,0.0731810978006426
0.101,0.0701012820846998
0.102,0.0730444706259461
0.103,0.0795673062815832
0.104,0.082440621959198
0.105,0.0815183185150343
0.106,0.0809278842026422
0.107,0.0811766345958551
0.108,0.0809445080447455
0.109,0.081003242755521
0.11,0.0828806936469397
0.111,0.0861347475521708
0.112,0.0895062536925795
0.113,0.091892569865025
0.114,0.0925240885934406
0.115,0.0920342030770112
0.116,0.0915068824563239
0.117,0.0920386271588396
0.118,0.0943419216939714
0.119,0.0976639897721383
0.12,0.100908540528748
0.121,0.102989152251058
0.122,0.103319716363163
0.123,0.102714303505456
0.124,0.102277691883212
0.125,0.103223157692407
0.126,0.105938054891432
0.127,0.109039032760894
0.128,0.111727834697634
0.129,0.114681588373442
0.13,0.117781890104127
0.131,0.119409353985011
0.132,0.11927393333365
0.133,0.11910132589386
0.134,0.119295992681993
0.135,0.118548676507803
0.136,0.11805615578349
0.137,0.121586275353741
0.138,0.127875186486934
0.139,0.13108607449557
0.14,0.130429206035029
0.141,0.129321495361905
0.142,0.129494148644484
0.143,0.131298499389847
0.144,0.134354797146639
0.145,0.137799896072412
0.146,0.140400597292067
0.147,0.141340317996286
0.148,0.14477840135274
0.149,0.15557246008583
0.15,0.166908684779544
0.151,0.169454111559546
0.152,0.167810040826715
0.153,0.169704707094605
0.154,0.173136881212624
0.155,0.174107938099694
0.156,0.173167297071331
0.157,0.172190636508273
0.158,0.173420589643961
0.159,0.178222160349829
0.16,0.184883179787355
0.161,0.191204987778177
0.162,0.195345545737727
0.163,0.197363449380598
0.164,0.201693397463378
0.165,0.210251466613699
0.166,0.218428305954639
0.167,0.223805152409911
0.168,0.229346918047036
0.169,0.235634034504167
0.17,0.238675607765346
0.171,0.238110270473437
0.172,0.239034894350072
0.173,0.24305569589711
0.174,0.247192425990477
0.175,0.251409713328556
0.176,0.258847604278527
0.177,0.267857232088928
0.178,0.272635955645586
0.179,0.274567772306384
0.18,0.280342068217089
0.181,0.28753477654507
0.182,0.288181979295495
0.183,0.286301786224735
0.184,0.291993797666265
0.185,0.301579873600309
0.186,0.305512510387775
0.187,0.307606125006124
0.188,0.316345501622462
0.189,0.328786243361399
0.19,0.338471120842953
0.191,0.345891581562606
0.192,0.353643086705906
0.193,0.362456296797248
0.194,0.371896486294832
0.195,0.379025785676897
0.196,0.381903129547189
0.197,0.384634451718771
0.198,0.391379208964775
0.199,0.402142445986434
0.2,0.415417524045406
0.201,0.427809775434768
0.202,0.437303271379834
0.203,0.445853663825522
0.204,0.454597351235789
0.205,0.461855156096368
0.206,0.467203303713716
0.207,0.473044340940722
0.208,0.481053929157621
0.209,0.49130276120064
0.21,0.502715576610557
0.211,0.512920545839587
0.212,0.521831607523289
0.213,0.532053265121145
0.214,0.542769256769215
0.215,0.5497279452927
0.216,0.554494483970452
0.217,0.563600160985966
0.218,0.575597960677487
0.219,0.583172438610848
0.22,0.587843674462854
0.221,0.596781821557707
0.222,0.609855572371002
0.223,0.622741132040542
0.224,0.6344399970161
0.225,0.645817879991783
0.226,0.658121515281858
0.227,0.672564643371625
0.228,0.689026445201574
0.229,0.706319785514974
0.23,0.720291473548642
0.231,0.727236556426639
0.232,0.730640453226328
0.233,0.735221147376295
0.234,0.741789841876183
0.235,0.74993184921647
0.236,0.758480492325097
0.237,0.76663552236079
0.238,0.775243607310668
0.239,0.78544380395105
0.24,0.798302710886903
0.241,0.81260831426969
0.242,0.82195946533705
0.243,0.824809523274572
0.244,0.83074133699627
0.245,0.844545074748113
0.246,0.860300817334367
0.247,0.870801539265751
